Year,State,AgencyType,Agency Name,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population1
,,,Eaton,0,0,0,0,4716
,,,Edgewater,0,,,,5278
,,,Elizabeth,0,0,0,0,1377
,,,Englewood,0,0,0,0,31813
,,,Erie,0,0,0,0,20112
,,,Estes Park,0,0,0,0,6139
,,,Evans,0,0,0,0,20284
,,,Fairplay,0,0,0,,670
,,,Federal Heights,0,0,0,0,12096
,,,Firestone,0,0,0,0,11418
,,,Florence,0,0,0,0,3837
,,,Fort Lupton,0,0,0,0,7756
,,,Fountain,0,0,0,0,27567
,,,Fowler,0,0,0,0,1165
,,,Fraser/Winter Park,0,0,0,0,2072
,,,Frederick,0,0,0,0,10607
,,,Frisco,0,0,0,0,2854
,,,Fruita,0,0,0,0,12746
,,,Garden City,0,0,0,0,265
,,,Georgetown,0,0,0,0,1026
,,,Granby,0,0,0,0,1774
,,,Greeley,0,0,0,0,97406
,,,Green Mountain Falls,0,0,0,0,675
,,,Gypsum,0,0,0,0,6718
,,,Haxtun,0,0,0,0,924
,,,Hayden,0,0,0,0,1801
,,,Holyoke,0,0,0,0,2249
,,,Hotchkiss,0,0,0,0,914
,,,Hudson,0,0,0,0,2418
,,,Hugo,0,0,0,0,720
,,,Ignacio,0,0,0,0,712
,,,Johnstown,0,0,0,0,12694
,,,Keenesburg,0,0,0,0,1195
,,,Kersey,0,0,0,0,1550
,,,Kiowa,0,0,0,0,731
,,,Lafayette,0,0,0,0,27380
,,,La Junta,0,0,0,0,7068
,,,Lakeside,0,0,0,0,8
,,,Lamar,0,0,0,0,7733
,,,La Salle,0,0,0,0,2048
,,,La Veta,0,0,0,,758
,,,Leadville,0,0,0,0,2579
,,,Limon,0,0,0,0,1850
,,,Littleton,0,0,0,0,44859
,,,Lochbuie,,,,0,5295
,,,Log Lane Village,0,0,0,0,869
,,,Louisville,0,0,0,0,19888
,,,Mancos,0,0,0,0,1367
,,,Manitou Springs,0,0,0,0,5300
,,,Mead,0,0,0,0,4129
,,,Meeker,0,0,0,0,2504
,,,Milliken,0,0,0,0,6002
,,,Monte Vista,0,0,0,0,4369
,,,Montrose,0,0,0,0,18985
,,,Monument,0,0,0,0,5880
,,,Morrison,0,0,0,0,434
,,,Mountain View,0,0,0,0,521
,,,Mountain Village,0,0,0,0,1380
,,,Mount Crested Butte,0,0,0,0,804
,,,Northglenn,0,0,0,0,37909
,,,Ouray,0,0,0,0,1015
,,,Pagosa Springs,0,0,0,0,1718
,,,Palisade,0,0,0,0,2634
,,,Palmer Lake,0,0,0,0,2566
,,,Paonia,0,,,,1429
,,,Parker,0,0,0,0,49428
,,,Platteville,0,0,0,0,2588
,,,Rangely,0,0,0,0,2447
,,,Rifle,0,0,0,0,9534
,,,Rocky Ford,0,0,0,0,3899
,,,Salida,0,0,0,0,5454
,,,Severance,0,0,0,0,3447
,,,Sheridan,0,0,0,0,5923
,,,Silt,0,0,0,0,2996
,,,Silverthorne,0,0,0,0,4052
,,,Snowmass Village,0,0,0,0,2876
,,,South Fork,0,0,0,,370
,,,Springfield,0,0,0,0,1411
,,,Telluride,0,0,0,0,2343
,,,Thornton,0,0,0,0,129442
,,,Timnath,0,0,0,0,1946
,,,Trinidad,0,0,0,0,8329
,,,Vail,0,0,0,0,5316
,,,Walsenburg,0,0,0,0,2900
,,,Walsh,0,0,0,0,522
,,,Westminster,0,0,0,0,112100
,,,Wheat Ridge,0,0,0,0,31096
,,,Windsor,0,0,0,0,20861
,,,Woodland Park,0,0,0,0,7141
,,,Wray,0,0,0,0,2398
,,,Yuma,0,0,0,0,3589
,,Universities and Colleges,Adams State University,0,0,0,0,3211
,,,Aims Community College,0,0,0,0,4955
,,,Arapahoe Community College,0,0,0,0,11621
,,,Auraria Higher Education Center3,0,0,0,0,
,,,Colorado School of Mines,0,0,0,0,5790
,,,"Colorado State University, Fort Collins",0,0,0,0,31186
,,,Fort Lewis College,0,0,0,0,4021
,,,Pikes Peak Community College,0,0,0,0,14634
,,,Red Rocks Community College,0,0,0,0,8599
,,,University of Colorado:,,,,,
,,,Denver,0,0,0,0,22206
,,,Health Sciences Center3,0,0,0,0,
,,,University of Northern Colorado,0,0,0,0,12710
,,Metropolitan Counties,Adams,0,0,0,0,
,,,Arapahoe,0,0,0,0,
,,,Clear Creek,0,0,0,0,
,,,Elbert,0,0,0,0,
,,,Park,0,0,0,0,
,,,Pueblo,0,0,0,0,
,,,Weld,0,0,0,0,
,,Nonmetropolitan Counties,Alamosa,0,0,0,0,
,,,Archuleta,0,0,0,0,
,,,Baca,0,0,0,0,
,,,Bent,0,0,0,0,
,,,Chaffee,0,0,0,0,
,,,Cheyenne,0,0,0,0,
,,,Conejos,0,0,0,0,
,,,Costilla,0,0,0,0,
,,,Crowley,0,0,0,0,
,,,Custer,0,0,0,0,
,,,Delta,0,0,0,0,
,,,Dolores,0,0,0,0,
,,,Eagle,0,0,0,0,
,,,Fremont,0,0,0,0,
,,,Garfield,0,0,0,0,
,,,Grand,0,0,0,0,
,,,Gunnison,0,0,0,0,
,,,Hinsdale,0,0,0,0,
,,,Huerfano,0,0,0,0,
,,,Jackson,0,0,0,0,
,,,Kiowa,,,0,,
,,,Kit Carson,0,0,0,0,
,,,Lake,0,0,0,0,
,,,Las Animas,0,0,0,0,
,,,Lincoln,0,0,0,0,
,,,Logan,0,0,0,0,
,,,Mineral,0,0,0,0,
,,,Moffat,0,0,0,0,
,,,Montrose,0,0,0,0,
,,,Morgan,0,0,0,0,
,,,Otero,0,0,0,,
,,,Ouray,0,0,0,0,
,,,Phillips,0,0,0,0,
,,,Pitkin,0,0,0,0,
,,,Prowers,0,0,0,0,
,,,Rio Blanco,0,0,0,0,
,,,Rio Grande,0,0,0,0,
,,,Routt,0,0,0,0,
,,,Saguache,0,0,0,0,
,,,San Juan,0,0,0,0,
,,,San Miguel,0,0,0,0,
,,,Sedgwick,0,0,0,0,
,,,Washington,0,0,0,0,
,,,Yuma,0,0,0,0,
,,State Police Agencies,Colorado State Patrol,0,0,0,0,
,,Other Agencies,All Crimes Enforcement Team,0,0,0,0,
,,,Colorado Bureau of Investigation,0,0,0,0,
,,,Colorado Mental Health Institute,0,0,0,0,
,,,Delta Montrose Drug Task Force,0,0,0,0,
,,,Southwest Drug Task Force,0,0,0,0,
,Connecticut,Cities,Ansonia,0,0,0,0,18964
,,,Avon,0,0,0,0,18441
,,,Berlin,0,0,0,0,20767
,,,Bethel,0,0,0,0,19425
,,,Branford,0,0,0,0,27977
,,,Clinton,0,0,0,0,13164
,,,Cromwell,0,0,0,0,14223
,,,Darien,0,0,0,0,21473
,,,East Hampton,0,0,0,0,12902
,,,East Haven,0,0,0,0,29093
,,,East Windsor,0,0,0,0,11462
,,,Granby,0,0,0,0,11333
,,,Groton,0,0,0,0,9338
,,,Madison,0,0,0,0,18302
,,,Monroe,0,0,0,0,19916
,,,Naugatuck,0,0,0,0,31668
,,,New Canaan,0,0,0,0,20302
,,,New London,0,0,0,0,27526
,,,North Branford,0,0,0,0,14339
,,,Orange,0,0,0,0,13951
,,,Putnam,0,0,0,0,9436
,,,Ridgefield,0,0,0,0,25288
,,,Simsbury,0,0,0,0,23903
,,,Stonington,0,0,0,0,18541
,,,Suffield,0,0,0,0,15790
,,,Thomaston,0,0,0,0,7732
,,,Trumbull,0,0,0,0,36701
,,,Waterford,0,0,0,0,19504
,,,Weston,0,0,0,0,10417
,,,Westport,0,0,0,0,27529
,,,Wethersfield,0,0,0,0,26470
,,,Willimantic,0,0,0,0,17826
,,,Windsor Locks,0,0,0,0,12590
,,,Wolcott,0,0,0,0,16734
,,Universities and Colleges,Central Connecticut State University,0,0,0,0,11865
,,,Eastern Connecticut State University,0,0,0,0,5368
,,,"University of Connecticut, Health Center3",0,0,0,0,
,,,Western Connecticut State University,0,0,0,0,6025
,,State Police Agencies,State Capitol Police,0,0,0,0,
,,Tribal Agencies,Mashantucket Pequot Tribal,0,0,0,0,
,,,Mohegan Tribal,0,0,0,0,
,Delaware,Cities,Bethany Beach,0,0,0,0,1138
,,,Blades,0,0,0,0,1311
,,,Bridgeville,0,0,0,0,2190
,,,Cheswold,0,0,0,0,1433
,,,Clayton,0,0,0,0,3065
,,,Dagsboro,0,0,0,0,852
,,,Delaware City,0,0,0,0,1732
,,,Delmar,0,0,0,0,1676
,,,Dewey Beach,0,0,0,0,362
,,,Dover,0,0,0,0,37671
,,,Ellendale,0,0,0,0,403
,,,Elsmere,0,0,0,0,6173
,,,Felton,0,0,0,0,1377
,,,Fenwick Island,0,0,0,0,406
,,,Frankford,0,0,0,0,898
,,,Frederica,0,0,0,0,814
,,,Georgetown,0,0,0,0,6847
,,,Greenwood,0,0,0,0,1038
,,,Harrington,0,0,0,0,3753
,,,Kenton,0,0,0,0,273
,,,Laurel,0,0,0,0,3960
,,,Lewes,0,0,0,0,2933
,,,Middletown,0,0,0,0,19763
,,,Milford,0,0,0,0,10262
,,,Millsboro,0,0,0,0,4102
,,,Milton,0,0,0,0,2750
,,,New Castle,0,0,0,0,5399
,,,Newport,0,0,0,0,1058
,,,Ocean View,0,0,0,0,2066
,,,Seaford,0,0,0,0,7419
,,,Selbyville,0,0,0,0,2347
,,,Smyrna,0,0,0,0,11170
,,,South Bethany,0,0,0,0,484
,,,Viola,,0,,0,167
,,,Wyoming,0,0,0,0,1429
,,Universities and Colleges,Delaware State University,0,0,0,0,4336
,,,University of Delaware,0,0,0,0,22166
,,State Police Agencies,State Police,0,0,0,0,
,,Other Agencies,Alcohol and Tobacco Enforcement,0,0,0,0,
,,,Amtrak Police,0,0,0,0,
,,,Attorney General:,,,,,
,,,Kent County,0,0,0,0,
,,,New Castle County,0,0,0,0,
,,,Sussex County,0,0,0,0,
,,,Dover Fire Marshal,,0,0,0,
,,,"Drug Enforcement Administration, Wilmington Resident Office",0,0,0,0,
,,,Environmental Control,0,0,0,0,
,,,Fish and Wildlife,0,0,0,0,
,,,Park Rangers,0,0,0,0,
,,,River and Bay Authority,0,0,0,0,
,,,State Capitol Police,0,0,0,0,
,,,Wilmington Fire Department,0,0,0,0,
,Florida,Cities,Alachua,0,0,0,0,9456
,,,Altamonte Springs,0,0,0,0,42301
,,,Altha,0,0,0,0,538
,,,Apalachicola,0,0,0,0,2266
,,,Apopka,0,0,0,0,46572
,,,Arcadia,0,0,0,0,7621
,,,Astatula,0,0,0,0,1844
,,,Atlantic Beach,0,0,0,0,12955
,,,Atlantis,0,0,0,0,2069
,,,Auburndale,0,0,0,0,14447
,,,Aventura,0,0,0,0,37537
,,,Avon Park,0,0,0,0,8829
,,,Bal Harbour Village,0,0,0,0,2636
,,,Bartow,0,0,0,0,18167
,,,Bay Harbor Islands,0,0,0,0,5907
,,,Belleair,0,0,0,0,3949
,,,Belleair Beach,0,0,0,0,1594
,,,Belleair Bluffs,0,0,0,0,2070
,,,Belle Glade,0,0,0,0,17927
,,,Belleview,0,0,0,0,4600
,,,Biscayne Park,0,0,0,0,3205
,,,Blountstown,0,0,0,0,2546
,,,Boca Raton,0,0,0,0,90496
,,,Bonifay,0,0,0,0,2766
,,,Bowling Green,0,0,0,0,2910
,,,Boynton Beach,0,0,0,0,71801
,,,Bradenton,0,0,0,0,52350
,,,Bradenton Beach,0,0,0,0,1220
,,,Brooksville,0,0,0,0,7708
,,,Bunnell,0,0,0,0,2755
,,,Carrabelle,0,0,0,0,2796
,,,Casselberry,0,0,0,0,26645
,,,Cedar Key,0,0,0,0,701
,,,Center Hill,0,0,0,0,1070
,,,Chattahoochee,0,0,0,0,3048
,,,Chiefland,0,0,0,0,2215
,,,Chipley,0,0,0,0,3565
,,,Clearwater,0,0,0,0,110075
,,,Clermont,0,0,0,0,30337
,,,Cocoa,0,0,0,0,17289
,,,Cocoa Beach,0,0,0,0,11347
,,,Coconut Creek,0,0,0,0,57766
,,,Coleman,0,0,0,0,857
,,,Cooper City,0,0,0,0,35676
,,,Coral Springs,0,0,0,0,127939
,,,Cottondale,0,0,0,0,901
,,,Crescent City,0,0,0,0,1555
,,,Crestview,0,0,0,0,23251
,,,Cross City,0,0,0,0,1692
,,,Crystal River,0,0,0,0,3054
,,,Dade City,0,0,0,0,6624
,,,Dania,0,0,0,0,30996
,,,Davenport,0,0,0,0,3040
,,,Davie,0,0,0,0,98010
,,,Daytona Beach,0,0,0,0,62629
,,,Daytona Beach Shores,0,0,0,0,4306
,,,Deerfield Beach,0,0,0,0,78773
,,,De Funiak Springs,0,0,0,0,5689
,,,Deland,0,0,0,0,28551
,,,Doral,0,0,0,0,51350
,,,Dunedin,0,0,0,0,35779
,,,Dunnellon,0,0,0,0,1762
,,,Eatonville,0,0,0,0,2263
,,,Edgewater,0,0,0,0,20986
,,,Edgewood,0,0,0,0,2722
,,,El Portal,0,0,0,0,2409
,,,Eustis,0,0,0,0,19370
,,,Fellsmere,0,0,0,0,5370
,,,Fernandina Beach,0,0,0,0,12062
,,,Flagler Beach,0,0,0,0,4694
,,,Florida City,0,0,0,0,12158
,,,Fort Lauderdale,0,0,0,0,174056
,,,Fort Myers,0,0,0,0,69718
,,,Fort Pierce,0,0,0,0,43347
,,,Fort Walton Beach,0,0,0,0,20881
,,,Fruitland Park,0,0,0,0,4289
,,,Golden Beach,0,0,0,0,958
,,,Graceville,0,0,0,0,2226
,,,Greenacres City,0,0,0,0,38957
,,,Green Cove Springs,0,0,0,0,7062
,,,Greensboro,0,0,0,0,616
,,,Gretna,0,0,0,0,1393
,,,Groveland,0,0,0,0,9965
,,,Gulf Breeze,0,0,0,0,6197
,,,Gulfport,0,0,0,0,12199
,,,Gulf Stream,0,0,0,0,821
,,,Haines City,0,0,0,0,21717
,,,Hallandale,0,0,0,0,39000
,,,Hampton,0,0,0,0,481
,,,Havana,0,0,0,0,1696
,,,Hialeah,0,0,0,0,235446
,,,Hialeah Gardens,0,0,0,0,22855
,,,Highland Beach,0,0,0,0,3664
,,,High Springs,0,0,0,0,5582
,,,Hillsboro Beach,0,0,0,0,1981
,,,Holly Hill,0,0,0,0,11686
,,,Hollywood,0,0,0,0,147918
,,,Holmes Beach,0,0,0,0,4107
,,,Homestead,0,0,0,0,64938
,,,Howey-in-the-Hills,0,0,0,0,1148
,,,Indialantic,0,0,0,0,2763
,,,Indian Creek Village,0,0,0,0,91
,,,Indian Harbour Beach,0,0,0,0,8308
,,,Indian River Shores,0,0,0,0,4050
,,,Indian Rocks Beach,0,0,0,0,4196
,,,Indian Shores,0,0,0,0,3600
,,,Inglis,0,0,0,0,1301
,,,Interlachen,0,0,0,0,1361
,,,Jacksonville,0,0,0,0,856021
,,,Jacksonville Beach,0,0,0,0,21935
,,,Jasper,0,0,0,0,4163
,,,Jennings,0,0,0,0,867
,,,Juno Beach,0,0,0,0,3307
,,,Jupiter Inlet Colony,0,0,0,0,426
,,,Jupiter Island,0,0,0,0,858
,,,Kenneth City,0,0,0,0,5031
,,,Key Biscayne,0,0,0,0,12946
,,,Key Colony Beach,0,0,0,0,843
,,,Key West,0,0,0,0,25772
,,,Lady Lake,0,0,0,0,14323
,,,Lake Alfred,0,0,0,0,5219
,,,Lake City,0,0,0,0,12121
,,,Lake Clarke Shores,0,0,0,0,3494
,,,Lake Hamilton,0,0,0,0,1303
,,,Lake Helen,0,0,0,0,2625
,,,Lakeland,0,0,0,0,101428
,,,Lake Mary,0,0,0,0,15067
,,,Lake Park,0,0,0,0,8409
,,,Lake Placid,0,0,0,0,2126
,,,Lake Wales,0,0,0,0,15092
,,,Lake Worth,0,0,0,0,36258
,,,Lantana,0,0,0,0,10926
,,,Lauderdale-by-the-Sea,0,0,0,0,6385
,,,Lauderdale Lakes,0,0,0,0,34403
,,,Lauderhill,0,0,0,0,70506
,,,Lawtey,0,0,0,0,714
,,,Leesburg,0,0,0,0,21315
,,,Lighthouse Point,0,0,0,0,10943
,,,Live Oak,0,0,0,0,7003
,,,Longboat Key,0,0,0,0,7129
,,,Longwood,0,0,0,0,13864
,,,Lynn Haven,0,0,0,0,19565
,,,Madeira Beach,0,0,0,0,4334
,,,Madison,0,0,0,0,2939
,,,Maitland,0,0,0,0,16643
,,,Manalapan,0,0,0,0,435
,,,Mangonia Park,0,0,0,0,1951
,,,Marco Island,0,0,0,0,17343
,,,Marianna,0,0,0,0,9842
,,,Mascotte,0,0,0,0,5284
,,,Medley,0,0,0,0,843
,,,Melbourne,0,0,0,0,77797
,,,Melbourne Beach,0,0,0,0,3145
,,,Melbourne Village,0,0,0,0,669
,,,Mexico Beach,0,0,0,0,1132
,,,Miami,0,0,0,0,421996
,,,Miami Gardens,0,0,0,0,112373
,,,Miami Shores,0,0,0,0,10729
,,,Miami Springs,0,0,0,0,14435
,,,Midway,0,0,0,0,3311
,,,Milton,0,0,0,0,9442
,,,Minneola,0,0,0,0,10183
,,,Monticello,0,0,0,0,2417
,,,Mount Dora,0,0,0,0,13067
,,,Naples,0,0,0,0,20779
,,,Neptune Beach,0,0,0,0,7145
,,,New Port Richey,0,0,0,0,15132
,,,New Smyrna Beach,0,0,0,0,23391
,,,Niceville,0,0,0,0,14407
,,,North Bay Village,0,0,0,0,7463
,,,North Lauderdale,0,0,0,0,43167
,,,North Palm Beach,0,0,0,0,12428
,,,North Port,0,0,0,0,59668
,,,North Redington Beach,0,0,0,0,1447
,,,Oak Hill,0,0,0,0,1785
,,,Oakland,0,0,0,0,2751
,,,Oakland Park,0,0,0,0,43745
,,,Ocala,0,0,0,0,57740
,,,Ocean Ridge,0,0,0,0,1853
,,,Okeechobee,0,0,0,0,5592
,,,Oldsmar,0,0,0,0,13842
,,,Opa Locka,0,0,0,0,16146
,,,Orange City,0,0,0,0,10940
,,,Orange Park,0,0,0,0,8605
,,,Ormond Beach,0,0,0,0,38782
,,,Pahokee,0,0,0,0,6010
,,,Palatka,0,0,0,0,10469
,,,Palm Beach,0,0,0,0,8706
,,,Palm Beach Gardens,0,0,0,0,51210
,,,Palm Beach Shores,0,0,0,0,1188
,,,Palmetto,0,0,0,0,13040
,,,Palmetto Bay,0,0,0,0,24558
,,,Palm Springs,0,0,0,0,21011
,,,Panama City,0,0,0,0,37204
,,,Panama City Beach,0,0,0,0,12186
,,,Parker,0,0,0,0,4503
,,,Parkland,0,0,0,0,27164
,,,Pembroke Park,0,0,0,0,6208
,,,Pembroke Pines,0,0,0,0,164372
,,,Perry,0,0,0,0,7087
,,,Pinellas Park,0,0,0,0,50213
,,,Plantation,0,0,0,0,91549
,,,Plant City,0,0,0,0,36425
,,,Pompano Beach,0,0,0,0,105523
,,,Ponce Inlet,0,0,0,0,3086
,,,Port Orange,0,0,0,0,57359
,,,Port Richey,0,0,0,0,2694
,,,Port St. Joe,0,0,0,0,3433
,,,Punta Gorda,0,0,0,0,17305
,,,Quincy,0,0,0,0,7911
,,,Redington Beaches,0,0,0,0,1452
,,,Riviera Beach,0,0,0,0,33446
,,,Rockledge,0,0,0,0,25785
,,,Royal Palm Beach,0,0,0,0,36846
,,,Safety Harbor,0,0,0,0,17204
,,,Sanford,0,0,0,0,56601
,,,Sanibel,0,0,0,0,7023
,,,Sarasota,0,0,0,0,53620
,,,Satellite Beach,0,0,0,0,10384
,,,Sea Ranch Lakes,0,0,0,0,712
,,,Sebastian,0,0,0,0,22889
,,,Sebring,0,0,0,0,10312
,,,Seminole,0,0,0,0,18009
,,,Sewall's Point,0,0,0,0,2098
,,,Shalimar,0,0,0,0,793
,,,Sneads,0,0,0,0,1776
,,,South Bay,0,0,0,0,4991
,,,South Daytona,0,0,0,0,12288
,,,South Miami,0,0,0,0,12189
,,,South Palm Beach,0,0,0,0,1145
,,,South Pasadena,0,0,0,0,5032
,,,Southwest Ranches,0,0,0,0,7757
,,,Springfield,0,0,0,0,9249
,,,Starke,0,0,0,0,5387
,,,St. Augustine,0,0,0,0,13847
,,,St. Augustine Beach,0,0,0,0,6693
,,,St. Cloud,0,0,0,0,42113
,,,St. Pete Beach,0,0,0,0,9503
,,,St. Petersburg,0,0,0,0,250772
,,,Stuart,0,0,0,0,16199
,,,Sunny Isles Beach,0,0,0,0,21931
,,,Sunrise,0,0,0,0,91544
,,,Surfside,0,0,0,0,6003
,,,Sweetwater,0,0,0,0,20719
,,,Tallahassee,0,0,0,0,187573
,,,Tamarac,0,0,0,0,63796
,,,Tampa,0,0,0,0,357124
,,,Tarpon Springs,0,0,0,0,23965
,,,Tavares,0,0,0,0,14518
,,,Tequesta,0,0,0,0,5844
,,,Treasure Island,0,0,0,0,6816
,,,Trenton,0,0,0,0,2017
,,,Umatilla,0,0,0,0,3630
,,,Valparaiso,0,0,0,0,5275
,,,Venice,0,0,0,0,21378
,,,Vero Beach,0,0,0,0,15876
,,,Village of Pinecrest,0,0,0,0,19241
,,,Virginia Gardens,0,0,0,0,2481
,,,Waldo,0,0,0,0,1013
,,,Wauchula,0,0,0,0,4948
,,,Webster,0,0,0,0,909
,,,Welaka,0,0,0,0,682
,,,Wellington,0,0,0,0,61069
,,,West Melbourne,0,0,0,0,19988
,,,West Miami,0,0,0,0,6306
,,,White Springs,0,0,0,0,772
,,,Wildwood,0,0,0,0,6592
,,,Williston,0,0,0,0,2724
,,,Wilton Manors,0,0,0,0,12223
,,,Windermere,0,0,0,0,3164
,,,Winter Haven,0,0,0,0,35935
,,,Winter Park,0,0,0,0,29526
,,,Winter Springs,0,0,0,0,34021
,,,Zephyrhills,0,0,0,0,14178
,,Universities and Colleges,Florida A&M University,0,0,0,0,10743
,,,Florida Atlantic University,0,0,0,0,30759
,,,Florida Gulf Coast University,0,0,0,0,14077
,,,Florida International University,0,0,0,0,47663
,,,Florida State University:,,,,,
,,,Panama City3,0,0,0,0,
,,,Tallahassee,0,0,0,0,40909
,,,New College of Florida,0,0,0,0,793
,,,Pensacola State College,0,0,0,0,11235
,,,Santa Fe College,0,0,0,0,15113
,,,Tallahassee Community College,0,0,0,0,13509
,,,University of Central Florida,0,0,0,0,59589
,,,University of Florida,0,0,0,0,49878
,,,University of North Florida,0,0,0,0,16083
,,,University of South Florida: ,,,,,
,,,St. Petersburg,0,0,0,0,4660
,,,Tampa,0,0,0,0,41428
,,,University of West Florida,0,0,0,0,12588
,,Metropolitan Counties,Baker,0,0,0,0,
,,,Bay,0,0,0,0,
,,,Brevard,0,0,0,0,
,,,Broward,0,0,0,0,
,,,Citrus,0,0,0,0,
,,,Collier,0,0,0,0,
,,,Escambia,0,0,0,0,
,,,Flagler,0,0,0,0,
,,,Gadsden,0,0,0,0,
,,,Gilchrist,0,0,0,0,
,,,Gulf,0,0,0,0,
,,,Hernando,0,0,0,0,
,,,Hillsborough,0,0,0,0,
,,,Indian River,0,0,0,0,
,,,Jefferson,0,0,0,0,
,,,Lake,0,0,0,0,
,,,Leon,0,0,0,0,
,,,Marion,0,0,0,0,
,,,Martin,0,0,0,0,
,,,Miami-Dade,0,0,0,0,
,,,Nassau,0,0,0,0,
,,,Okaloosa,0,0,0,0,
,,,Osceola,0,0,0,0,
,,,Palm Beach,0,0,0,0,
,,,Pinellas,0,0,0,0,
,,,Polk,0,0,0,0,
,,,Santa Rosa,0,0,0,0,
,,,Sarasota,0,0,0,0,
,,,St. Johns,0,0,0,0,
,,,St. Lucie,0,0,0,0,
,,Nonmetropolitan Counties,Bradford,0,0,0,0,
,,,Calhoun,0,0,0,0,
,,,Columbia,0,0,0,0,
,,,DeSoto,0,0,0,0,
,,,Dixie,0,0,0,0,
,,,Franklin,0,0,0,0,
,,,Glades,0,0,0,0,
,,,Hamilton,0,0,0,0,
,,,Hardee,0,0,0,0,
,,,Hendry,0,0,0,0,
,,,Holmes,0,0,0,0,
,,,Jackson,0,0,0,0,
,,,Lafayette,0,0,0,0,
,,,Levy,0,0,0,0,
,,,Liberty,0,0,0,0,
,,,Madison,0,0,0,0,
,,,Monroe,0,0,0,0,
,,,Okeechobee,0,0,0,0,
,,,Putnam,0,0,0,0,
,,,Suwannee,0,0,0,0,
,,,Taylor,0,0,0,0,
,,,Union,0,0,0,0,
,,,Washington,0,0,0,0,
,,State Police Agencies,Highway Patrol:,,,,,
,,,Alachua County,0,0,0,0,
,,,Baker County,0,0,0,0,
,,,Bay County,0,0,0,0,
,,,Bradford County,0,0,0,0,
,,,Brevard County,0,0,0,0,
,,,Broward County,0,0,0,0,
,,,Calhoun County,0,0,0,0,
,,,Charlotte County,0,0,0,0,
,,,Citrus County,0,0,0,0,
,,,Clay County,0,0,0,0,
,,,Collier County,0,0,0,0,
,,,Columbia County,0,0,0,0,
,,,DeSoto County,0,0,0,0,
,,,Dixie County,0,0,0,0,
,,,Duval County,0,0,0,0,
,,,Escambia County,0,0,0,0,
,,,Flagler County,0,0,0,0,
,,,Franklin County,0,0,0,0,
,,,Gadsden County,0,0,0,0,
,,,Gilchrist County,0,0,0,0,
,,,Glades County,0,0,0,0,
,,,Gulf County,0,0,0,0,
,,,Hamilton County,0,0,0,0,
,,,Hardee County,0,0,0,0,
,,,Hendry County,0,0,0,0,
,,,Hernando County,0,0,0,0,
,,,Highlands County,0,0,0,0,
,,,Hillsborough County,0,0,0,0,
,,,Holmes County,0,0,0,0,
,,,Indian River County,0,0,0,0,
,,,Jackson County,0,0,0,0,
,,,Jefferson County,0,0,0,0,
,,,Lafayette County,0,0,0,0,
,,,Lake County,0,0,0,0,
,,,Lee County,0,0,0,0,
,,,Leon County,0,0,0,0,
,,,Levy County,0,0,0,0,
,,,Liberty County,0,0,0,0,
,,,Madison County,0,0,0,0,
,,,Manatee County,0,0,0,0,
,,,Marion County,0,0,0,0,
,,,Martin County,0,0,0,0,
,,,Miami-Dade County,0,0,0,0,
,,,Monroe County,0,0,0,0,
,,,Nassau County,0,0,0,0,
,,,Okaloosa County,0,0,0,0,
,,,Okeechobee County,0,0,0,0,
,,,Orange County,0,0,0,0,
,,,Osceola County,0,0,0,0,
,,,Palm Beach County,0,0,0,0,
,,,Pasco County,0,0,0,0,
,,,Pinellas County,0,0,0,0,
,,,Polk County,0,0,0,0,
,,,Putnam County,0,0,0,0,
,,,Santa Rosa County,0,0,0,0,
,,,Sarasota County,0,0,0,0,
,,,Seminole County,0,0,0,0,
,,,St. Johns County,0,0,0,0,
,,,St. Lucie County,0,0,0,0,
,,,Sumter County,0,0,0,0,
,,,Suwannee County,0,0,0,0,
,,,Taylor County,0,0,0,0,
,,,Union County,0,0,0,0,
,,,Volusia County,0,0,0,0,
,,,Wakulla County,0,0,0,0,
,,,Walton County,0,0,0,0,
,,,Washington County,0,0,0,0,
,,Tribal Agencies,Miccosukee Tribal,0,0,0,0,
,,,Seminole Tribal,0,0,0,0,
,,Other Agencies,Capitol Police,0,0,0,0,
,,,"Department of Environmental Protection, Division of Law Enforcement:",,,,,
,,,Bay County,0,0,0,0,
,,,Brevard County,0,0,0,0,
,,,Citrus County,0,0,0,0,
,,,Duval County,0,0,0,0,
,,,Escambia County,0,0,0,0,
,,,Franklin County,0,0,0,0,
,,,Hillsborough County,0,0,0,0,
,,,Lee County,0,0,0,0,
,,,Leon County,0,0,0,0,
,,,Miami-Dade County,0,0,0,0,
,,,Monroe County,0,0,0,0,
,,,Palm Beach County,0,0,0,0,
,,,Pinellas County,0,0,0,0,
,,,Department of Law Enforcement: ,,,,,
,,,"Duval County, Jacksonville",0,0,0,0,
,,,"Escambia County, Pensacola",0,0,0,0,
,,,"Hillsborough County, Tampa",0,0,0,0,
,,,"Lee County, Fort Myers",0,0,0,0,
,,,"Leon County, Tallahassee",0,0,0,0,
,,,"Miami-Dade County, Miami",0,0,0,0,
,,,"Orange County, Orlando",0,0,0,0,
,,,Division of Alcoholic Beverages and Tobacco:,,,,,
,,,Alachua County,0,0,0,0,
,,,Bay County,0,0,0,0,
,,,Brevard County,0,0,0,0,
,,,Broward County,0,0,0,0,
,,,Duval County,0,0,0,0,
